iter	RMSE
215	0.9825270161
216	0.9816220422
217	0.9807406182
218	0.9798167736
219	0.9788117684
220	0.9777254527
221	0.976750355
222	0.9757456623
223	0.974617345
224	0.9737324071
225	0.9727817232
226	0.9717646577
227	0.9707212728
228	0.9697422987
229	0.9688664133
230	0.9679015239
231	0.9668850957
232	0.9658735738
233	0.9649463364
234	0.964102699
235	0.9631737639
236	0.9622645332
237	0.9612806827
238	0.9603717591
239	0.9593522231
240	0.9585114451
241	0.9575736813
242	0.9564700683
243	0.9554864068
244	0.9545040256
245	0.9535889422
246	0.9524278542
247	0.9515237851
248	0.9506049632
249	0.949629577
250	0.9487599388
251	0.9477696431
252	0.9468091219
253	0.9459849406
254	0.944955024
255	0.944009063
256	0.9431032331
257	0.9422206997
258	0.9413582521
259	0.9402901903
260	0.939253397
261	0.9383465667
262	0.9373552879
263	0.9364562808
264	0.9355908921
265	0.9348388913
266	0.9339541043
267	0.9329607416
268	0.9321411821
269	0.9311588883
270	0.9302802094
271	0.9293935554
272	0.9283530946
273	0.9275373143
274	0.9265016893
275	0.9254387072
276	0.9245219704
277	0.9235068396
278	0.9226224675
279	0.9217653721
280	0.9209135703
281	0.9199838625
282	0.9189927498
283	0.9181365196
284	0.9172746027
285	0.9164301481
286	0.9156933812
287	0.9148428642
288	0.9141599353
289	0.9132098621
290	0.9122965156
291	0.9114624903
292	0.9105489203
293	0.9096961654
294	0.90882412
295	0.9080214121
296	0.9071354807
297	0.9061396182
298	0.9052341962
299	0.9044281752
300	0.9035689517
301	0.9026357466
302	0.9019932163
303	0.9010907332
304	0.9003278394
305	0.8994669854
306	0.898587298
307	0.8976911031
308	0.8967939689
309	0.8958234488
310	0.8949351914
311	0.8941257271
312	0.8932859234
313	0.8922982703
314	0.8913020037
315	0.8904412535
316	0.889465873
317	0.8888214485
318	0.8880717529
319	0.8873225419
320	0.8864556773
321	0.8855647968
322	0.8848797378
323	0.8839972969
324	0.8831612417
325	0.8823234787
326	0.8815963769
327	0.8808149611
328	0.8800454634
329	0.879238563
330	0.8783370595
331	0.8775223019
332	0.8766338106
333	0.8758523586
334	0.875136392
335	0.8743472484
336	0.8735008039
337	0.8727287903
338	0.8720205092
339	0.871203389
340	0.8704903248
341	0.8696885746
342	0.8689825841
343	0.8681804325
344	0.8674484275
345	0.8666849573
346	0.8659125788
347	0.8650736005
348	0.8643691706
349	0.8635299652
350	0.8627672113
351	0.8618747417
352	0.8611150943
353	0.8602959418
354	0.8596204595
355	0.8587721102
356	0.8579572142
357	0.8571408746
358	0.8563200352
359	0.8554176235
360	0.8547440488
361	0.853917516
362	0.8529681494
363	0.8523335909
364	0.8515254693
365	0.8509025375
366	0.8501290624
367	0.8493244887
368	0.8485167476
369	0.8476600096
370	0.8469022781
371	0.8460787166
372	0.8453639948
373	0.8446283985
374	0.8438070654
375	0.8429760563
376	0.8421478004
377	0.8413260354
378	0.8405168233
379	0.8397689764
380	0.8390183415
381	0.8383000053
382	0.8376145137
383	0.836916943
384	0.8362691729
385	0.8354310226
386	0.8346531008
387	0.8338222623
388	0.8330815405
389	0.8323322811
390	0.8315548974
391	0.8310119939
392	0.8301878184
393	0.8293951176
394	0.828566423
395	0.827801381
396	0.8269951807
397	0.8262030542
398	0.8253838683
399	0.824707115
400	0.8239536294
401	0.8231987857
402	0.8224105679
403	0.8218108418
404	0.8211186619
405	0.8204311519
406	0.8197749253
407	0.8191153177
408	0.8184645594
409	0.8176149849
410	0.8167024398
411	0.815956543
412	0.8153324334
413	0.8146204283
414	0.8138674328
415	0.8132163995
416	0.8124426781
417	0.8117850915
418	0.81095846
419	0.8102586914
420	0.8095630949
421	0.8088383009
422	0.8081494402
423	0.8074704848
424	0.8068280281
425	0.8061634396
426	0.805472206
427	0.8046812687
428	0.80407938
429	0.8034481281
430	0.8027263138
431	0.802054871
432	0.8014198884
433	0.8006920637
434	0.8000521866
435	0.7994557593
436	0.7988075964
437	0.7981839042
438	0.7975160664
439	0.7968196222
440	0.7961944209
441	0.7954998271
442	0.7949092459
443	0.7941235277
444	0.793422535
445	0.7927756604
446	0.7920932129
447	0.7913576654
448	0.7907047452
449	0.7900604975
450	0.78931564
451	0.7886011266
452	0.7877132795
453	0.7871300829
454	0.7865451072
455	0.785916308
456	0.7852087975
457	0.7844163687
458	0.7837094886
459	0.7829700849
460	0.7824388875
461	0.7817689851
462	0.7810226486
463	0.7804152431
464	0.7796417226
465	0.7790590169
466	0.7783004684
467	0.7776085091
468	0.7768759804
469	0.7760800041
470	0.7754546439
471	0.7747283513
472	0.7739938078
473	0.7732271094
474	0.7725002955
475	0.7719342438
476	0.7714535229
477	0.7708034159
478	0.7700007447
479	0.7693485791
480	0.7686548185
481	0.7679707673
482	0.7671660786
483	0.7665773225
484	0.7659470193
485	0.7653908114
486	0.7648440422
487	0.7643240986
488	0.7637335759
489	0.7632111561
490	0.7625139556
491	0.7619535661
492	0.7612905793
493	0.7606083051
494	0.7599201956
495	0.759236296
496	0.7586670492
497	0.7581521167
498	0.7575519854
499	0.7569646576
500	0.7563004393
501	0.7556071288
502	0.7549003978
503	0.7542269309
504	0.7535110374
505	0.7529724363
506	0.7523566175
507	0.7517628758
508	0.7511760656
509	0.750454577
510	0.7497604542
511	0.7491598236
512	0.7484985383
513	0.7480295333
514	0.7474370578
515	0.7468465293
516	0.7463003184
517	0.7457335778
518	0.745150114
519	0.7446075993
520	0.7439797384
521	0.7433959433
522	0.7427420793
523	0.7421269328
524	0.741390464
525	0.740825814
526	0.7402331902
527	0.7395214045
528	0.738803334
529	0.7381346923
530	0.7375951729
531	0.7368810772
532	0.7363923936
533	0.7357013689
534	0.7350318153
535	0.7344602693
536	0.7338400088
537	0.7333849582
538	0.7328574707
539	0.732298179
540	0.7317790482
541	0.7312627797
542	0.7306139155
543	0.7300435351
544	0.7294845072
545	0.7289386387
546	0.7283841923
547	0.7277993908
548	0.7273100562
549	0.726744315
550	0.7262361779
551	0.725542412
552	0.7249581982
553	0.7243440722
554	0.7238884989
555	0.7233740275
556	0.7228578657
557	0.7223264567
558	0.721704085
559	0.7210895832
560	0.7205461282
561	0.7200225498
562	0.7194795716
563	0.7189563724
564	0.7183812284
565	0.7178152794
566	0.7172695353
567	0.7167154517
568	0.7161888816
569	0.7155828627
570	0.7150886269
571	0.7146512384
572	0.7140600972
573	0.7134479219
574	0.7128433967
575	0.7122610923
576	0.7116655293
577	0.7110830837
578	0.7105284348
579	0.7100378476
580	0.7095266558
581	0.7089960388
582	0.7084085991
583	0.7078998807
584	0.7074948595
585	0.7069204001
586	0.7064013153
587	0.7058692436
588	0.7053979767
589	0.7048400939
590	0.7043271737
591	0.7037180076
592	0.7031450137
593	0.702525029
594	0.7019857558
595	0.7014949348
596	0.7010125559
597	0.7004240841
598	0.6999056873
599	0.6993794672
600	0.6987717924
601	0.6981165424
602	0.6976340602
603	0.6971832877
604	0.6965921125
605	0.6960499052
606	0.6955810152
607	0.6951463885
608	0.6945094004
609	0.6939235637
610	0.6934437906
611	0.692903845
612	0.6923318794
613	0.6918636343
614	0.6913408444
615	0.6909145203
616	0.6904979064
617	0.6900546554
618	0.6895054412
619	0.6889937195
620	0.6883902737
621	0.687761593
622	0.68717251
623	0.6865621952
624	0.6860260082
625	0.685456117
626	0.6848725414
627	0.6843585383
628	0.6837664875
629	0.6833523435
630	0.6827844012
631	0.6821185308
632	0.681610858
633	0.681089687
634	0.680542578
635	0.6800710485
636	0.6795565992
637	0.6789438055
638	0.678514891
639	0.6778351207
640	0.6773421829
641	0.6768338985
642	0.6762930459
643	0.6757615757
644	0.6752378852
645	0.6746628079
646	0.6742541512
647	0.6736889706
648	0.6731902659
649	0.6726412902
650	0.6721463275
651	0.6716165792
652	0.6710440471
653	0.6704111548
654	0.669987176
655	0.6693519144
656	0.6687715699
657	0.6682981763
658	0.6678269086
659	0.6672685062
660	0.6667186848
661	0.6661882625
662	0.6655737951
663	0.6651016769
664	0.6646779424
665	0.6642561576
666	0.6637685959
667	0.6633234818
668	0.6629424458
669	0.6624924439
670	0.661924071
671	0.6614471373
672	0.6609809823
673	0.6604121996
674	0.6599359746
675	0.6594538894
676	0.6589912986
677	0.6585417238
678	0.6580113
679	0.6575914241
680	0.657090693
681	0.6565208776
682	0.6560183646
683	0.6556764366
684	0.6552499293
685	0.6548608855
686	0.654280849
687	0.6537508325
688	0.653257774
689	0.652832932
690	0.6524366523
691	0.6519635844
692	0.6515089256
693	0.6510254926
694	0.6505379989
695	0.6501131671
696	0.649694868
697	0.6491584305
698	0.6486416472
699	0.6482338151
700	0.647771342
701	0.6472871611
702	0.6468641076
703	0.6464149212
704	0.6458994291
705	0.6454046572
706	0.6449600053
707	0.6445294922
708	0.6440708472
709	0.6435889339
710	0.6432389839
711	0.6428881574
712	0.6424580527
713	0.6419062809
714	0.6415212633
715	0.641087558
716	0.6405579969
717	0.6400937134
718	0.639587059
719	0.6391292396
720	0.6386088402
721	0.638087218
722	0.6376511229
723	0.637276142
724	0.6368247047
725	0.6364334212
726	0.6360066083
727	0.6355321484
728	0.6350715901
729	0.6346366939
730	0.6341893561
731	0.6337934914
732	0.6333380141
733	0.6328394536
734	0.6324819274
735	0.6320068831
736	0.631535818
737	0.6312114002
738	0.6307732333
739	0.6303467794
740	0.6298106162
741	0.6294347667
742	0.6290311475
743	0.6285976916
744	0.62819581
745	0.6277233742
746	0.6272948676
747	0.6268373516
748	0.6263658883
749	0.6260406794
