Participant,Stimulus,Epoch,Fz_SNR,F4_SNR,F8_SNR,C3_SNR,Cz_SNR,C4_SNR,T8_SNR,P7_SNR,P3_SNR,P4_SNR,P8_SNR,PO7_SNR,PO8_SNR,O1_SNR,Oz_SNR,O2_SNR
sub-P001,Contrast2Size2,0,0.46947992041439174,-0.4278533912757266,2.35245674097147,3.471796975106937,4.658952735747201,8.35894732391139,9.771239373078085,5.601631347583535,3.430697689706184,5.3969562069421535,7.879860511943296,8.24671367018769,-0.0929525817803892,10.825873649223022,7.213653173963424,10.78760941901735
sub-P001,Contrast2Size2,1,2.8622418870088957,4.246267250843981,4.283563302780657,-1.4349919981810102,2.1927867393175897,5.492926270584142,6.883666322717818,5.0412727959164325,2.368748455329764,5.349527612224941,5.015221774243028,6.016276442348235,4.032822529407797,8.874429225032621,9.318078817292877,11.06665904839854
sub-P001,Contrast2Size2,2,4.557011909962499,5.7536588499081045,5.260006562475943,1.5468282881424724,6.921505714431858,6.847447773105237,4.482801112841573,10.56491942028696,4.540390484717624,-3.0482753737812613,-6.474510293416078,9.87533722323106,-2.778275951312981,9.593442334710412,6.603250310273284,8.652336264429906
sub-P001,Contrast2Size2,3,2.194722736853398,-1.4828172292506334,-3.087723701956295,2.404150223317722,4.13106444342969,2.478814998231917,-0.10305171309470207,-2.3803153182502648,-1.2579661340727453,5.0219122255010795,1.7886277859816917,-3.8026555964925244,-0.7583696660317106,3.6299739390052297,5.656991241779664,7.084341215328749
sub-P001,Contrast2Size3,0,2.812013869797732,3.014497092748158,2.3795566073137255,3.3338992134059824,3.2709986523919508,4.124587100233088,1.6352166618208994,7.4070613165001316,6.704072377327317,4.45536420004888,6.994321045770819,10.014812247848855,5.588016869339398,12.441152660576806,12.572501907845847,14.7605941277384
sub-P001,Contrast2Size3,1,7.227907942114823,9.226891144840616,8.149814794873686,2.9538203340003215,1.2680003811739065,7.8933614359595525,8.627938636402805,6.501378652570554,4.515086664663385,2.698562815688177,4.094260648095351,7.939025596201032,-0.25909122240386095,9.035352562870742,7.884507024626638,10.882522194601771
sub-P001,Contrast3Size1,0,-0.7413729727577423,1.149448435849455,1.544506121545091,10.243219706962241,0.7292641863243292,0.5672096039243165,7.816055450840604,8.136404433780871,7.867731246017524,3.8980097739819612,3.486873932620587,6.340186046184718,5.822085561243582,4.845365088138475,9.394013635662445,8.880128277507266
sub-P001,Contrast3Size1,1,1.138024050141631,2.393156589030258,1.21745635233724,0.5881668999155929,1.176047044712319,4.520856591164433,2.5721312458261862,4.353625141644159,-8.981786233597834,2.3338037544537924,2.910811860117507,1.5950985861366174,0.9000279141761148,3.403753200829083,6.821216015225131,6.1023075686336545
sub-P001,Contrast3Size1,2,0.44700240297348753,0.8289326432911814,3.320280410041916,1.8938846702642533,-4.688896572605072,3.3909421695156254,6.972418190651347,6.1720128071023534,4.359900318212969,2.998814613788921,5.489118632741091,5.556128374065382,5.490982660080678,6.999403053639566,7.19131029241049,7.642745750012252
sub-P001,Contrast3Size2,0,-5.294945840962399,-4.049709947684292,-3.9608567115805107,-1.5237346447608104,-4.849338757516825,0.4829361412761949,2.381477375459687,7.601038518048734,4.066636269751841,1.468816418873271,6.545676630348219,9.161589688404415,5.0745959514143655,11.024646122399627,9.417637986265676,12.140637726921835
sub-P001,Contrast3Size2,1,5.554000667851118,6.361395079974914,5.798098915618999,5.662634676652486,6.6488674985271015,8.143530145203782,6.499055812904279,4.061194881388133,1.913659148858585,3.7190773208470245,5.178807434600786,7.12282520389126,1.8057750030694013,7.645261045991056,6.294436228015881,8.620170642399225
sub-P001,Contrast3Size3,0,5.464187555608277,8.415217790355223,5.915333923710991,2.5618342909884886,-0.22583397962128127,4.7626621127501325,7.25029304684647,7.4495798885596045,6.574503856322043,2.151258145168739,10.744061981394687,8.682942207343817,6.9428561260775385,10.023899565171675,9.999926133088389,11.73629820229645
sub-P001,Contrast3Size3,1,5.545211900831015,6.2478469816317315,-0.2855856402684497,0.20883489400987945,5.465567480674376,7.431593343329154,7.10769016264741,3.4625909801901122,-1.7040388830630673,5.9859287060748665,9.365051610278417,4.571480909068114,3.410139053814421,7.970260924523349,8.105395174985155,9.655347931509121
sub-P001,Contrast3Size3,2,1.8489623786733866,2.8777754389564514,4.024757118315794,-0.4838726035312073,4.348579184572798,4.7755470988625754,10.616286087806408,5.82742707643469,-1.1399568970270375,2.7040112660880316,8.156631746153218,7.085977188131995,2.8104517261945534,10.359337992573163,12.343870172060827,13.139371560492956
sub-P001,Contrast3Size3,3,-0.6993703002979147,2.30582618752004,4.120528712680999,-5.092422401032177,-1.4785570368591314,3.9277020230418263,4.666258544334083,5.517621752988165,1.2782539163499482,0.5811680244637906,6.6756014606322225,7.597556506414454,5.101894700332546,12.104273595174211,10.933822710449991,13.408933109476068
sub-P001,Contrast4Size1,0,-2.5794596515666255,-3.6391820411292604,0.5430370920438589,-0.8318265673039043,0.14435243289108649,-8.367371819019452,-0.7317173978222751,1.7147477451544826,-0.6414303323666912,-2.3535378688053616,1.853637682392098,5.131865191312073,-0.8525709426608126,8.284268016813511,8.1727757428669,10.981890395641669
sub-P001,Contrast4Size1,1,1.3812937238987886,0.40956017203519607,0.7508946208301881,1.1908309567636708,-1.6948100000810238,-11.836282419485538,-2.3436775569280393,6.757002089214098,4.3250616333292475,0.9803617729302487,2.6293780086689145,10.611410878713997,6.644640882592715,10.45765110414154,7.351992809308809,8.824745845331737
sub-P001,Contrast4Size1,2,3.049841895464931,3.272578627203142,1.2669672483915175,4.044172127971482,3.3084875828114786,5.41336838026502,2.977288741865925,3.893167623596966,3.6311519732872095,0.2825595296185499,-2.971936802263781,6.936073094503467,-1.0913390893697381,9.041852505714782,7.936179938036289,9.332188233499155
sub-P001,Contrast4Size1,3,-2.3379538926450776,-1.3516802345317562,1.672017737357584,1.4249180506183359,-0.0004595530376035875,-0.2939113953074267,-0.5217848117641282,9.65681905381905,8.027568611504222,2.010727395022314,2.9875596862639386,10.83806999094634,3.044177746489876,11.055822326163478,9.21786646726164,10.789687640918297
sub-P001,Contrast4Size2,0,3.598770876384623,5.493340383767443,6.594779495739404,6.020331489497643,4.986315065137091,5.921167395121229,4.5634760846570925,9.229131975871146,8.784379128362442,5.374171377798714,4.999338562465293,9.932620946506269,3.247828983813401,11.651497989425806,9.841225801203217,12.428220506248937
sub-P001,Contrast4Size2,1,-2.1476308791367553,-0.6583273951355131,2.456661577186376,-2.4899153198886084,0.22161042984789908,2.5295042627454514,1.0034722459576597,8.04283749929822,1.2254040950272165,2.104723552902971,6.426504826752639,9.70452961039895,4.65122508722734,9.694593040576061,6.847263605105066,9.69712854941069
sub-P001,Contrast4Size2,2,3.411570146322362,2.7524279638711127,1.11299668106267,2.320136904258763,2.8585664969664593,4.205505429557716,5.279085707275911,-0.6281671992038671,-0.8851647281047254,3.702711611575066,6.631300424894189,4.767006473935534,5.015701002616636,8.028968420400517,5.840034424544237,9.882871847105383
sub-P001,Contrast4Size2,3,-0.7357204900612863,3.762564280910064,7.075494865549019,-0.7092370995594933,-0.29758986492256,-0.35746954822197474,6.082018320122228,7.425306112647936,3.7132066890032345,-0.8194911668388647,2.817669658141037,10.259241511689659,0.01925444815842301,11.389053692612324,7.813111409708365,11.15518777925261
sub-P001,Contrast4Size3,0,-3.525544678527346,-2.6379004570716185,3.1971961883566546,5.593871750821142,0.21390635250478207,4.054265189695116,4.031106291075078,9.807382347185579,7.888608788789361,5.372214541306595,8.565225058329812,10.451802809461444,7.459980516903154,10.690059034143665,10.660961811401412,11.70916970689714
sub-P001,Contrast4Size3,1,7.264097568951896,6.382280607956958,4.216696036810143,6.414323435241657,8.715840620752033,10.998558758915182,5.607828018167014,3.370679762782682,-0.30218445274709,7.999601386631631,6.595702108276794,6.661536021112736,4.440436172261121,8.711356185387704,6.368507920909247,9.61020859478382
sub-P001,Contrast4Size3,2,4.624319282559879,5.452265995553232,5.6796748238707115,3.9913463201054777,4.117592987091138,4.162760308261424,5.258401671160948,2.752064095539852,2.959966365369247,5.6287255461661285,8.254581697732968,2.6658677576532264,7.955051348465939,6.180098645380362,6.749306655234557,9.04849684576593
sub-P001,Contrast4Size3,3,5.590552445960622,6.496756585834039,3.4815573354326923,3.640878478937022,6.94533646954477,7.644496768069313,8.834688682307823,-4.218532739104914,-5.143050398806123,7.755240195339085,9.25507348138341,3.303306308764633,9.036883642414525,8.287729721673056,8.864087073988792,12.335198191066283
sub-P001,Contrast4Size3,4,5.333565345411284,7.3796865307362625,8.147142309850782,4.214815223582378,6.283521060590597,9.071946075516808,9.85385283170858,4.930376399090175,4.35610599547278,5.69113601239026,9.65253080498002,6.515191128819468,6.790642565906506,8.62884112213035,9.226147695777735,11.399900226058296
sub-P001,Contrast4Size3,5,5.090152997301769,8.314017262428719,9.185407347725732,3.3395984853453586,6.537345042472057,8.616463415549257,9.126007056614199,5.168452602526963,4.447645922530825,3.885339996047508,4.766869392968857,9.461826914397637,0.6890157427010462,10.769021420865094,9.10208430668071,12.301953169581743
sub-P002,Contrast1Size1,0,-0.005635072556905317,-2.919044001997075,-4.156048508749733,2.155947170151767,-0.9666070492347717,-4.245494427256863,-2.431592463285645,3.969768315765074,1.7550256416216001,-0.8120838150256676,-0.9507778388898102,,0.6448654730604936,3.6310913726327554,4.298955815517747,3.188517445168455
sub-P002,Contrast1Size1,1,0.8086527270807138,-3.796258371377685,-1.1979219187766486,-1.7598699902260848,-0.8706486705582179,-1.5626760255111591,-0.5025813109740281,-0.0857398615457399,-5.6211572480418734,-2.299884689128964,-2.0600432182771646,,3.3695124145178816,6.39391179133192,6.314192569294795,6.487187051137742
sub-P002,Contrast1Size1,2,0.973781827546606,2.39848702302264,-0.30021049897154495,-2.2487733567021806,0.9940565530598583,-0.5882300146947703,-5.424851421761834,1.2515908824467845,0.13325173269432336,-1.1104840858045342,-5.125842006120777,,1.3523528736908805,8.112059322068733,8.666750610259994,6.779050778256232
sub-P002,Contrast1Size2,0,5.463968957264699,2.3215082355073666,0.6444162439668043,2.911416477870187,4.993679675311186,1.5650557965348655,-1.3953578936708335,-2.526726678999926,3.910032469950891,2.9764364266278944,0.033202377649456355,,4.494417355035173,9.313197826702547,10.232990981748355,9.110587442274038
sub-P002,Contrast1Size2,1,3.3461985985338947,-3.5204737288663286,2.807396673054912,-7.608827150678891,2.7401934675115207,7.612905107379795,2.530097679946552,1.316883464132725,-1.1853996603572567,8.90007743013466,8.191308300736193,,6.801389340594043,8.498197981994892,9.400451890866098,6.618171489527871
sub-P002,Contrast1Size3,0,2.8539932111259283,6.067585563930442,5.849307917956386,1.9826721155977411,-1.3073812549110797,-3.9796547893769283,2.021048503144505,6.371875943056409,5.041229676840697,2.2202475176464755,3.2013292945432656,,5.834716537978485,7.732812316373913,7.590710705071055,7.2261522919600445
sub-P002,Contrast1Size3,1,3.7832527507825064,1.360379671217018,4.880018240599727,1.4803560613093938,2.6516225905142816,0.2751528377119084,-0.6572219918090144,3.8131765644687055,3.3716628984938186,1.0732383002903298,2.096819400171098,,7.379256253461747,11.314211662887502,11.39232514241674,10.229114868254873
sub-P002,Contrast2Size1,0,2.4807550113596677,0.29090582600849313,2.6214776564619786,2.6875735607334192,2.8481323322260215,-0.053217729560115334,-3.285856439049309,-5.5503382287701,0.906635270330247,0.7220932099367536,-2.597404606242477,,-0.8889743198173139,2.3725759009010003,1.2304409015672881,1.1978117104690407
sub-P002,Contrast2Size1,1,-3.2060526267780176,-1.1226892335427,1.0579125513791219,-7.9188705613258,-5.867889523135136,-4.6870604728197875,1.5580530432521673,-2.1774296450603736,-6.748465881825785,-2.938779599236026,-0.4528694553178637,,0.6205587092929608,3.866532846109125,5.401905584947486,3.889365192866212
sub-P002,Contrast2Size1,2,1.3004186593727582,3.6011971331646544,4.160022069226475,1.2704015207316193,-2.0353067029002188,-4.122749148063495,-7.615487052826672,4.5217978502975145,2.2758016917406834,0.742598703216848,-2.142180304350462,,4.952947588655768,11.196228128450787,12.509342388611133,9.93447423556966
sub-P002,Contrast2Size2,0,0.6539486147894963,2.403631459633095,1.6135818200037753,-2.3251070540489516,1.061921903636935,1.6250755983693863,1.4730732298115092,-1.8701014940565774,-5.917671986143537,-8.450819931648585,-6.597836273723655,,2.603795492118632,6.315518690428512,6.756314355254603,5.715327955921538
sub-P002,Contrast2Size2,1,-1.4020069109009223,-4.088510440007461,-2.9831187944227233,-0.46836072811006235,1.5013817019339961,3.3843624142812176,2.2427972623667003,-2.5307281154951236,-4.209932872115077,-0.9800347320646868,-4.834990892710029,,0.13232909611659877,6.111375602184834,5.966054666384251,4.430640428245679
sub-P002,Contrast2Size3,0,-3.390176205804879,-3.1681991261679365,-1.0667650541738347,1.522938995484253,0.6836281079073626,-3.512163517779436,3.9954518468226103,8.708767264643969,7.758046598993675,7.288598898821829,7.551961880552423,,11.087480118448404,13.294146194679282,13.289549381391119,12.85898980902926
sub-P002,Contrast2Size3,1,-0.3416695830553528,2.0007867427606336,2.1890404559919854,-3.5331859212420076,-5.061225530312976,-5.2660818275101375,1.8871744124733791,2.4703415539194893,-1.1735683359425626,2.2337777234567375,5.422863429116461,,8.801321624059195,11.535061228505022,13.272145309312261,11.544485557907368
sub-P002,Contrast2Size3,2,2.1851699653455676,-3.9382241374567717,5.975844400334242,2.6385087394553186,3.649750315443523,4.892887780773875,1.7864920700776494,-1.5452827474688182,0.015093654662253691,2.815448297205302,1.0160187149525832,,0.27820236231372103,8.545145726489187,9.41064599503881,5.987267245500084
sub-P002,Contrast2Size3,3,-1.4401717260209925,5.491738985578513,1.2120239969190174,-3.15578337190078,-3.0051580998838325,-2.7398414119383614,-6.182070580953564,-0.8859600211245526,-4.281565169026162,-0.6289615365771826,1.4619903202363795,,6.438007618130408,10.718396725408233,11.17590965080099,9.960646163427691
sub-P002,Contrast3Size1,0,-5.528621553383242,-0.1711110427777389,4.195487561438933,-5.005056107245363,-2.8200191676549906,-3.099184417225238,0.5632615091290312,4.779925141056392,2.8182667442040117,-0.2898904501586644,4.384281361759811,,6.609245380260415,10.116046903049929,10.638907110593623,8.349736624900236
sub-P002,Contrast3Size1,1,-2.6598464468274763,-0.8317962585674471,1.2880367744107255,-0.2056403385571876,-0.12573289540445215,-0.9654983652257938,-2.227986032059372,-2.039386101384822,-0.8762628981772564,1.4175393265602825,2.372036807295458,,2.930547383363245,5.054159017457667,6.14480058142115,3.850293272527985
sub-P002,Contrast3Size1,2,-0.5812985108337816,-2.8387124113268865,-2.488862971068203,-1.5085891458602443,-5.306435410665333,-7.1246014828088615,-0.2346216461068718,0.6928679450738189,2.176196828996961,1.432418037279032,1.27513326031127,,4.168647023812121,5.79174497531703,6.156947192810075,6.431446242288379
sub-P002,Contrast3Size1,3,1.6703757817143061,1.8024835697433896,-0.399465635976537,2.35995326208697,4.803398238576923,2.6725600321096548,2.23411035546804,2.838230769599652,3.398316820976579,1.8828918941714594,2.780255898711141,,-1.4131742643806386,4.731031294597276,4.8136364061613595,0.3779375460245685
sub-P002,Contrast3Size1,4,-0.9978931015223214,-2.226125157066017,-4.151589335547205,3.0681822399455005,4.634258686840121,1.691415089587206,0.304050946300722,1.2112567200308415,-0.41403801948164554,2.5525774167547532,3.6758765599819117,,5.716807926880156,8.202221952962693,7.93421305542984,6.8743446610582915
sub-P002,Contrast3Size2,0,1.273004097906536,0.42233957640487435,1.403248137040061,-3.2090953013761214,0.17052967706915376,-1.8797745655676277,0.017048151943715364,-0.8424539713310087,-4.4991886122617615,-2.763886909182305,-0.21179956851484788,,1.907354382755879,8.050763544853519,9.472183840317252,5.234976399749919
sub-P002,Contrast3Size2,1,3.540995038829231,1.2500228524520718,2.3097777496534637,-1.5953297584711115,1.2193390470503473,4.356593960403117,-1.6129030216353448,-5.58008662168454,-4.31190276097286,2.0262051411328037,2.0779284027009743,,1.1419640096123667,5.261949991131209,6.370800332902905,3.3328347515127525
sub-P002,Contrast3Size2,2,-2.2000894400573916,-1.8306517344123652,-0.3072477555941332,6.328674520296285,-1.9768980664623659,-0.14537220389260846,2.818612400539291,6.1827558008649,5.535363451956532,1.9745539343485088,4.224569015978787,,4.681146220005886,10.446303570422204,10.383968432199666,7.418915825911949
sub-P002,Contrast3Size2,3,1.4811135088199345,-0.32293069816296377,1.5071578902759222,-0.7755767655242198,0.304196516738349,2.414033479500515,2.243043150620162,-0.4485154151366108,-3.6272494820852414,1.126638171517947,3.629653954584545,,2.3648676337717465,7.618001253412018,7.704943805297133,4.357110593473294
sub-P002,Contrast3Size2,4,1.247354508820034,0.283084868667084,3.600625091619183,3.122459095458485,2.170904018050528,3.3689997712251296,2.542150405898264,2.9975274634944022,-0.5089615573790874,0.8941237753688496,4.15751082245676,,7.389314133193822,10.92242940737159,11.795256424024146,9.509182331141199
sub-P002,Contrast3Size3,0,4.019677367520312,2.6262019364422184,1.4465537787301344,2.5711856934454453,3.180654432425901,-0.8390997754363081,-0.8941600526598645,2.757851063080634,1.9696616782626388,-1.179335385037073,-1.5837766500963193,,2.197507373625044,8.017103763299131,8.199135398716153,6.2706530410029195
sub-P002,Contrast3Size3,1,-0.8381361552252781,-0.002273279408396627,-0.06093073384508603,4.218016556646558,3.3663743764661778,-3.733745218557159,-1.5584209054127727,0.5823406246651873,2.478529204371206,-0.5632130800698496,1.1969160321490473,,6.198654252751197,7.499016767940089,10.819554598442194,9.22264933674324
sub-P002,Contrast3Size3,2,-3.2319791822600052,0.5410510198421068,-5.53749513103175,-2.220054961656178,-2.430724061433947,-7.031740740691218,5.848028884693316,-6.950725639905478,-1.7175892517373659,-1.6129157675555292,2.516486179348294,,3.3948083690100055,8.886525188462409,10.569667604830206,8.720227623317314
sub-P002,Contrast4Size1,0,2.9720081509814396,-5.576659770583975,5.0606585908952155,-0.5664416934970763,0.4093138254770953,-0.5729789782916821,2.2309215214821227,1.9108986922437428,-1.0196709445938843,1.2232719049393244,4.898268617613496,,2.394848701280922,6.645019666607308,7.802617808217542,2.3143543413150347
sub-P002,Contrast4Size1,1,1.5838468341989886,-3.8143955282740434,2.3201882504010194,-0.6545085584840321,0.6866711511904295,2.528162553426945,2.955984006871165,-3.776436964047163,-2.542616844580249,0.3196726794779078,1.66519130595046,,-2.3756825670426274,6.176921981742769,7.465493098868708,4.520870364603187
sub-P002,Contrast4Size1,2,0.9945148860717762,-3.7597381194546364,2.5472632102942145,1.524517363740596,3.574390728469999,3.6203734251373687,3.9258181334802194,-0.2959052431249681,2.065597147802995,1.3271212727158384,-2.681413127377002,,-2.7368483975626097,5.0010338499858875,5.413595855530769,2.745979881355804
sub-P002,Contrast4Size1,3,-0.8641441312083611,-4.416065150134807,1.124610962720802,-2.0642400999884396,-1.1413614566284689,-3.189942462560493,-7.427284759884354,2.899088623057038,1.463128281525115,-1.3049153235318869,-2.6768135903467054,,1.5658329293375661,7.616076968224875,7.823848505944657,7.239306687790799
sub-P002,Contrast4Size1,4,-1.4569429795030373,-0.9335344382027531,1.4530110876911826,2.3575266014451524,-3.7141595958837588,-3.510551756073978,-0.7527938040104987,6.232914951363854,7.105291530316995,2.856282516165845,1.455491005190924,,5.315880088166217,10.15192570875845,10.266868277668044,8.811266266239627
sub-P002,Contrast4Size2,0,-6.337055573411895,2.8004140158770543,2.624953428967751,-6.321281097880086,-5.717039351662679,-3.3030709071406443,2.041264687750833,-5.206886494604599,-2.4747367190575615,0.8526853087160297,4.201024024918218,,3.6320635718845784,5.418881692458049,6.533316797738175,3.8452613624067937
sub-P002,Contrast4Size2,1,0.496818091006701,1.9180438696158135,1.7689383263484748,-7.748923922925072,1.8697312674801454,-1.8102715312524762,1.588178521409209,1.0390171865728532,-3.1832428249930826,0.41101162433416183,-0.6369273679750698,,3.21224192662895,7.903262367171719,8.561788106782608,7.039234073994666
sub-P002,Contrast4Size2,2,3.055470786346366,-2.3905357044429754,1.2783873802625365,3.2936904940968326,2.8189673907186785,-0.16594328715123646,-0.20960578243574532,1.2982902687025106,0.9354908922585857,-2.9280410975520392,-0.5524470746262613,,2.7038230342483596,7.786415181406023,9.580030656633822,6.807016275690486
sub-P002,Contrast4Size3,0,-1.3850312247960583,-2.380586300716388,-2.3082613888980723,0.08750669156285183,-0.5913652165800708,-2.106907043413514,-1.2218986513786148,1.1155871807153697,1.136528360308596,-2.736270895968743,-4.079756201769565,,-2.291408774871023,2.827639393968169,1.9087589115805494,0.30188543445117516
sub-P002,Contrast4Size3,1,1.3874509062467124,-1.330024689067294,3.0880468840845166,-5.805430579115524,-1.8986244012139297,-1.5239042502577924,-0.16200385015974494,-4.353521341574042,-3.863901733882165,-2.3837357749208463,-0.7078544959181089,,1.8839924180996501,6.971078462452944,7.615437951301552,5.777084568733303
sub-P002,Contrast4Size3,2,4.863201367746851,1.0285986059656895,1.8049695241060049,0.3961309350219766,3.9171379665956407,2.0407537604338133,0.23259256704418754,0.29943512073803624,0.9714948664028327,0.6478120607695168,1.1908127906498454,,2.9219584669750764,10.461253872462011,11.275835254199613,8.092045789934806
sub-P003,Contrast1Size1,0,5.567335620229303,4.54151842511258,2.995848027019254,5.243689220742205,4.822778134848079,2.6413921630137054,-1.8595064695170003,8.839015072356283,8.347301766241712,5.00344762564291,3.6403677025680876,10.636088316153092,6.884290229971704,13.021992065654409,11.136334664632152,11.469716333934228
sub-P003,Contrast1Size1,1,9.944878001015738,9.25608957154755,5.38540781919148,7.025550710032887,9.438384389462742,8.917015011941569,3.3632092597806,2.9061571822627306,6.706985779764203,8.603958174843726,5.304107710384138,7.406476052838816,8.345273176480134,11.812412659360351,13.351185997806528,10.94173551215837
sub-P003,Contrast1Size1,2,3.9020235621974555,5.013262003031873,4.5752328249565215,4.296516240066075,6.035731920097797,7.023416698187094,5.978527612265266,2.466854677409154,4.312195311563196,8.491370265249694,7.697054523188105,6.569503012524857,8.072968137639702,10.39110706764042,11.571271775350453,10.109002478835052
sub-P003,Contrast1Size2,0,8.122338877478247,7.286784912927359,2.588683204295843,7.427805852741258,8.004876686612773,7.059391983486741,-1.2077556849261322,0.7280492658380557,5.886019266617717,8.003247946222723,7.817888496950427,0.8301750632911926,6.241083178828969,9.50612497165616,11.261065721796744,8.46384573811868
sub-P003,Contrast1Size2,1,3.7397194335490207,2.725437327565146,-2.494292104922011,1.686062460662368,6.977005277584217,5.4181821691600005,2.86197894851468,4.056467928628961,3.9622890036629643,6.008818494933585,4.516237420810634,6.257283714236732,6.725927988203821,10.153109626019035,11.482929630885435,9.025200311709114
sub-P003,Contrast1Size3,0,4.690882189318288,4.7700567847956705,1.6964974393417545,6.3632049707263425,6.4666093393951565,2.671559808349855,0.9708801824687696,3.439238398241095,7.253137269899065,7.435671385242606,5.827647760412312,6.854433242377411,10.297656158753837,9.37198378514835,10.755360151707087,10.328164787479992
sub-P003,Contrast1Size3,1,3.064728491650156,3.52075276865609,2.0664130750444625,2.5971909691329547,4.218144589601726,5.486192579291803,4.213781627885033,3.370441248327043,3.9675348065343345,6.043494809779558,7.3518469033284415,8.87164252343003,8.02373569444658,11.664820577764107,13.489977946683672,11.30742080444136
sub-P003,Contrast2Size1,0,4.159141037261833,4.469300775220914,2.7813343770740624,3.3976890952221788,3.670894434568572,6.68025349118412,5.245675619089042,5.5304259091933785,4.482427467241742,6.584851240800753,7.67244205733964,7.817104215696658,8.105986547446026,11.276697784640422,12.458781824555196,9.58114213581436
sub-P003,Contrast2Size1,1,0.8700002991112359,2.1715176640543734,-0.27742117518706794,0.20344030559511175,0.27088274202836193,1.3772572935231349,-1.5932138880250415,-3.9146907542960903,-1.683797699276046,-0.41340560740601556,0.0012461709032746903,3.062342599405692,0.2251768880763632,9.652264173328431,10.627503645911558,10.443416132298946
sub-P003,Contrast2Size1,2,2.4397140659573013,2.6154570856465833,3.115277624097101,0.1582316215247315,0.7335395551399424,3.946208966920566,1.8745679319276642,1.5733473513872864,0.351888511764455,2.273507984289628,2.4147845486817268,8.026257501203412,6.080640253178982,12.318459092323364,12.347911137599157,10.6949397407455
